user_id,country,age,gender,subscription_type,avg_listening_hours_per_week,total_songs_played,skip_rate,satisfaction_score,churned,monthly_fee,join_date,skip_rate_pct,tenure_days
U1535,U.K.,24,male,family,9.0,524,30%,4.0,0,9.99,,30.0,978.0
U1523,South Africa,58,unknown,free,3.8,498,15%,1.0,0,9.99,,15.0,978.0
U1444,South Africa,37,female,free,3.9,500,0.2,2.0,1,7.99,,20.0,978.0
U1384,Nigeria,14,female,student,6.3,491,0.2,2.0,0,7.99,,20.0,978.0
U1311,South Africa,45,unknown,family,22.1,508,15%,4.0,0,9.99,,15.0,978.0
U1197,Uk,15,female,student,5.4,521,20%,3.0,0,5.0,2024-04-02,20.0,602.0
U1626,India,44,male,family,9.5,535,5%,4.0,0,7.99,2023-03-10,5.0,991.0
U1183,Uk,60,female,premium,13.6,513,15%,5.0,0,9.99,2023-06-21,15.0,888.0
U1122,Kenya,43,male,premium,6.0,519,25%,4.0,0,7.99,2023-06-11,25.0,898.0
U1587,Uk,39,male,premium,4.5,495,25%,3.0,0,7.99,,25.0,978.0
U1124,South Africa,51,female,family,5.1,481,25%,4.0,0,7.99,2024-02-29,25.0,635.0
U1357,Usa,32,other,premium,10.0,500,30%,1.0,0,9.99,,30.0,978.0
U1393,U.K.,36,male,student,17.2,506,10%,3.0,1,9.99,2023-08-21,10.0,827.0
U1025,Ind,35,female,family,13.0,532,0.1,2.0,1,9.99,,10.0,978.0
U1623,India,35,male,family,8.2,493,20%,4.0,0,12.99,2024-01-13,20.0,682.0
U1243,Nepal,59,female,student,5.6,466,0.1,2.0,0,9.99,2023-09-23,10.0,794.0
U1321,U.K.,43,male,premium,23.3,502,30%,4.0,0,7.99,2022-03-03,30.0,1363.0
U1106,South Africa,29,female,student,9.6,482,30%,2.0,1,7.99,,30.0,978.0
U1472,Kenya,41,female,family,0.6,463,25%,4.0,1,9.99,,25.0,978.0
U1077,Nepal,23,male,premium,8.4,501,5%,3.0,1,9.99,,5.0,978.0
U1078,U.K.,33,other,premium,14.4,487,15%,1.0,0,9.99,,15.0,978.0
U1421,United Kingdom,49,other,family,16.3,531,5%,4.0,0,7.99,2024-08-20,5.0,462.0
U1469,Ind,51,female,premium,6.8,486,ten,3.0,0,9.99,,20.0,978.0
U1651,Nigeria,20,other,premium,21.7,524,25%,3.0,0,5.0,2022-01-09,25.0,1416.0
U1427,Nepal,37,other,family,10.7,544,10%,4.0,0,7.99,2023-03-23,10.0,978.0
U1542,Ind,20,female,student,8.0,516,15%,3.0,1,9.99,2022-01-26,15.0,1399.0
U1447,Usa,59,female,premium,13.3,497,15%,3.0,0,5.0,2022-10-13,15.0,1139.0
U1261,United Kingdom,55,male,free,4.1,539,0.2,3.0,1,7.99,,20.0,978.0
U1687,South Africa,44,unknown,family,9.0,514,15%,2.0,1,7.99,2023-10-11,15.0,776.0
U1538,Uk,60,female,premium,10.5,487,15%,5.0,0,7.99,2022-03-22,15.0,1344.0
U1162,Kenya,27,female,student,3.3,487,15%,2.0,0,7.99,2023-11-05,15.0,751.0
U1289,Uk,30,male,family,8.9,493,5%,3.0,0,7.99,,5.0,978.0
U1179,Kenya,14,unknown,free,12.9,500,25%,4.0,0,7.99,2023-11-06,25.0,750.0
U1501,Ind,57,female,premium,4.4,493,15%,3.0,0,7.99,2023-02-01,15.0,1028.0
U1276,Usa,34,male,family,4.4,475,0.2,4.0,0,0.0,2023-08-02,20.0,846.0
U1642,Usa,14,female,premium,3.7,494,20%,3.0,1,7.99,2022-09-10,20.0,1172.0
U1554,U.K.,23,female,premium,6.5,504,0.1,4.0,1,7.99,2023-05-10,10.0,930.0
U1460,Nigeria,20,male,family,7.8,518,0.2,1.0,0,5.0,2023-08-16,20.0,832.0
U1603,Nepal,38,female,premium,7.8,488,0.2,4.0,1,12.99,2024-06-03,20.0,540.0
U1459,Usa,63,unknown,student,12.1,489,15%,3.0,1,12.99,2022-09-12,15.0,1170.0
U1286,Ghana,15,male,family,5.1,489,0.2,5.0,0,7.99,2022-01-01,20.0,1424.0
U1264,United Kingdom,30,male,family,0.5,511,5%,2.0,0,9.99,2022-05-10,5.0,1295.0
U1612,Ghana,61,other,student,1.9,475,25%,3.0,0,7.99,2024-03-06,25.0,629.0
U1234,Nigeria,29,male,free,10.0,484,30%,4.0,0,12.99,,30.0,978.0
U1233,Usa,60,unknown,student,14.1,507,20%,5.0,0,7.99,2024-07-16,20.0,497.0
U1085,Kenya,45,male,premium,6.0,487,30%,3.0,0,7.99,2023-10-07,30.0,780.0
U1287,India,53,male,premium,5.5,500,0.1,2.0,1,7.99,,10.0,978.0
U1029,Nepal,44,male,student,8.2,514,15%,3.0,0,9.99,2022-01-27,15.0,1398.0
U1325,Ghana,63,unknown,student,19.1,477,10%,1.0,0,9.99,2023-07-29,10.0,850.0
U1446,Usa,45,male,family,11.4,499,5%,2.0,0,9.99,2023-05-11,5.0,929.0
U1089,Ind,13,male,student,9.8,481,15%,4.0,0,7.99,,15.0,978.0
U1610,United Kingdom,32,unknown,free,15.6,481,25%,4.0,1,7.99,,25.0,978.0
U1326,India,43,male,student,9.6,531,30%,1.0,0,7.99,2023-06-04,30.0,905.0
U1061,Usa,63,unknown,free,6.5,530,15%,4.0,0,0.0,2022-08-11,15.0,1202.0
U1541,Brazil,49,other,student,15.4,534,25%,3.0,0,7.99,,25.0,978.0
U1277,Ghana,38,unknown,family,9.2,477,30%,2.0,0,9.99,2023-07-09,30.0,870.0
U1594,Kenya,19,male,family,0.8,502,15%,3.0,0,7.99,2022-10-27,15.0,1125.0
U1160,Brazil,45,female,student,11.1,495,0.2,3.0,0,5.0,2022-03-01,20.0,1365.0
U1221,Uk,61,male,free,7.1,514,0.2,4.0,0,9.99,2023-06-02,20.0,907.0
U1217,Uk,24,male,family,17.3,485,10%,4.0,0,0.0,2023-01-05,10.0,1055.0
U1516,U.K.,52,female,family,9.5,461,0.2,3.0,1,5.0,2022-09-27,20.0,1155.0
U1167,U.K.,17,female,student,5.9,514,30%,3.0,1,9.99,,30.0,978.0
U1555,United Kingdom,35,female,free,11.7,545,0.1,3.0,0,9.99,2024-03-05,10.0,630.0
U1108,Brazil,26,male,family,17.1,485,10%,2.0,0,9.99,,10.0,978.0
U1471,Ind,48,female,family,10.5,521,10%,4.0,0,7.99,2023-01-08,10.0,1052.0
U1091,Ind,60,unknown,student,20.3,498,20%,2.0,1,9.99,2022-03-01,20.0,1365.0
U1391,Nepal,23,male,family,9.8,496,25%,2.0,1,7.99,2022-07-04,25.0,1240.0
U1665,Uk,62,unknown,student,11.4,467,10%,4.0,0,7.99,2023-06-22,10.0,887.0
U1431,Nepal,30,male,free,4.4,466,20%,4.0,0,0.0,,20.0,978.0
U1055,Nigeria,41,male,free,12.1,500,20%,3.0,0,9.99,2022-12-02,20.0,1089.0
U1100,Ghana,35,female,student,11.4,490,25%,4.0,1,9.99,2024-06-11,25.0,532.0
U1307,South Africa,46,other,free,5.4,495,10%,3.0,0,9.99,,10.0,978.0
U1635,Nigeria,31,male,family,4.1,450,30%,2.0,0,0.0,2023-08-16,30.0,832.0
U1298,Ghana,61,female,family,1.2,516,20%,3.0,1,7.99,,20.0,978.0
U1241,Brazil,64,male,family,14.0,556,15%,4.0,1,7.99,,15.0,978.0
U1066,United Kingdom,22,male,free,2.3,493,15%,4.0,1,7.99,,15.0,978.0
U1118,Kenya,52,male,family,8.9,475,ten,2.0,0,9.99,2022-04-02,20.0,1333.0
U1036,Usa,20,female,family,22.3,488,25%,1.0,1,7.99,,25.0,978.0
U1534,Usa,55,male,family,6.1,490,0.2,1.0,1,7.99,,20.0,978.0
U1684,Nigeria,44,female,family,12.1,464,10%,2.0,0,0.0,2022-10-03,10.0,1149.0
U1294,Ind,46,female,student,7.4,507,0.1,3.0,0,7.99,,10.0,978.0
U1654,Brazil,15,female,premium,19.8,484,30%,3.0,0,9.99,,30.0,978.0
U1547,South Africa,21,male,premium,9.1,524,0.1,5.0,0,9.99,2022-03-07,10.0,1359.0
U1406,Kenya,24,unknown,premium,8.5,514,15%,4.0,1,0.0,2023-07-15,15.0,864.0
U1473,Ghana,50,female,student,8.5,526,0.1,1.0,1,0.0,,10.0,978.0
U1057,Nigeria,58,other,premium,9.7,491,15%,3.0,0,5.0,2024-06-06,15.0,537.0
U1134,South Africa,42,female,student,13.0,483,0.2,5.0,0,7.99,2022-09-14,20.0,1168.0
U1661,South Africa,45,male,premium,11.2,512,5%,3.0,0,5.0,,5.0,978.0
U1334,Kenya,32,male,student,6.4,488,15%,1.0,1,9.99,,15.0,978.0
U1643,Ghana,40,male,family,5.7,453,0.1,3.0,1,7.99,2024-07-21,10.0,492.0
U1053,Usa,40,female,family,3.6,509,25%,5.0,1,7.99,,25.0,978.0
U1681,United Kingdom,20,male,family,8.7,476,20%,3.0,0,7.99,,20.0,978.0
U1374,United Kingdom,18,male,student,14.2,504,0.2,5.0,0,9.99,2022-04-11,20.0,1324.0
U1641,U.K.,62,female,family,5.6,484,0.2,3.0,0,9.99,2022-08-12,20.0,1201.0
U1203,Nepal,62,unknown,family,17.2,508,10%,3.0,1,9.99,2023-12-08,10.0,718.0
U1660,United Kingdom,46,female,premium,2.4,504,5%,4.0,0,12.99,2024-01-05,5.0,690.0
U1069,U.K.,57,male,premium,21.4,454,30%,3.0,1,7.99,2022-11-05,30.0,1116.0
U1240,South Africa,47,unknown,premium,3.9,483,25%,1.0,0,12.99,,25.0,978.0
U1230,United Kingdom,59,other,family,18.2,484,20%,5.0,0,7.99,,20.0,978.0
U1293,Ind,34,male,free,17.8,517,15%,4.0,0,0.0,2023-08-29,15.0,819.0
U1657,Ind,22,male,premium,3.6,486,10%,3.0,1,7.99,,10.0,978.0
U1253,Usa,38,male,premium,11.3,497,15%,4.0,1,9.99,,15.0,978.0
U1499,Uk,16,male,student,11.2,485,15%,3.0,0,12.99,2024-05-30,15.0,544.0
U1318,United Kingdom,42,male,student,13.2,458,15%,2.0,1,0.0,2023-07-15,15.0,864.0
U1677,Nigeria,63,other,student,6.4,541,0.1,2.0,1,0.0,2024-05-04,10.0,570.0
U1350,Brazil,57,female,student,11.6,510,5%,4.0,1,5.0,2022-10-03,5.0,1149.0
U1016,United Kingdom,59,female,free,14.2,514,20%,2.0,0,5.0,2023-02-23,20.0,1006.0
U1064,Usa,37,male,family,10.1,510,ten,3.0,0,7.99,,20.0,978.0
U1027,Usa,24,female,family,8.8,508,15%,1.0,0,9.99,2023-08-30,15.0,818.0
U1658,Ind,31,female,student,9.8,508,30%,3.0,0,7.99,,30.0,978.0
U1522,Uk,38,unknown,student,12.3,500,ten,1.0,0,7.99,2023-11-24,20.0,732.0
U1564,United Kingdom,13,male,student,16.1,489,25%,3.0,1,12.99,2024-07-13,25.0,500.0
U1690,Uk,28,male,premium,21.7,512,15%,2.0,1,7.99,,15.0,978.0
U1265,India,50,unknown,premium,10.9,497,20%,3.0,0,9.99,2023-11-02,20.0,754.0
U1014,South Africa,32,male,free,20.8,487,25%,2.0,0,7.99,,25.0,978.0
U1213,U.K.,18,unknown,student,0.5,509,5%,1.0,0,7.99,,5.0,978.0
U1186,Brazil,59,female,family,0.5,490,20%,1.0,0,9.99,,20.0,978.0
U1492,Nigeria,64,male,family,13.3,501,25%,3.0,0,7.99,,25.0,978.0
U1570,U.K.,21,female,premium,11.9,487,10%,5.0,1,9.99,2023-12-01,10.0,725.0
U1236,Kenya,48,male,free,15.6,548,15%,3.0,0,12.99,2024-06-05,15.0,538.0
U1451,India,52,other,family,1.4,511,30%,3.0,0,5.0,2023-09-09,30.0,808.0
U1402,Brazil,26,female,student,11.4,513,10%,2.0,1,9.99,2024-03-13,10.0,622.0
U1379,Kenya,22,female,student,7.4,505,ten,3.0,1,7.99,2023-12-22,20.0,704.0
U1193,South Africa,16,female,premium,12.4,523,25%,2.0,0,7.99,2022-04-29,25.0,1306.0
U1268,Ghana,27,female,free,8.2,510,0.1,4.0,0,9.99,2022-04-06,10.0,1329.0
U1457,India,15,other,premium,5.3,525,0.2,2.0,1,7.99,2023-07-03,20.0,876.0
U1371,South Africa,55,male,free,10.6,496,25%,4.0,1,9.99,2024-05-28,25.0,546.0
U1159,Kenya,50,male,student,8.3,518,ten,1.0,1,0.0,2023-01-31,20.0,1029.0
U1191,Kenya,28,female,student,14.5,516,30%,3.0,0,9.99,,30.0,978.0
U1440,Brazil,45,female,student,15.1,474,0.2,3.0,0,0.0,2023-02-13,20.0,1016.0
U1102,Ghana,49,male,student,15.7,532,5%,2.0,0,0.0,2023-03-29,5.0,972.0
U1336,Uk,23,male,family,17.0,458,25%,4.0,1,0.0,2023-03-02,25.0,999.0
U1456,South Africa,18,male,family,9.1,499,ten,3.0,0,7.99,2024-07-14,20.0,499.0
U1368,Usa,23,unknown,student,13.8,519,30%,1.0,0,0.0,2023-05-06,30.0,934.0
U1224,Usa,57,female,family,21.1,499,30%,4.0,0,9.99,,30.0,978.0
U1600,Uk,41,female,premium,8.7,483,5%,3.0,0,7.99,2024-02-07,5.0,657.0
U1646,Usa,42,other,premium,14.8,484,0.2,3.0,0,0.0,,20.0,978.0
U1383,Ghana,52,female,student,4.2,471,5%,4.0,0,0.0,,5.0,978.0
U1323,Nepal,21,other,free,10.8,499,25%,4.0,0,7.99,,25.0,978.0
U1606,Uk,33,female,student,2.9,490,25%,3.0,0,12.99,2024-08-20,25.0,462.0
U1092,South Africa,18,female,free,4.0,503,20%,5.0,0,9.99,2022-03-17,20.0,1349.0
U1361,Uk,24,male,free,7.2,485,30%,3.0,0,0.0,2022-09-21,30.0,1161.0
U1372,Uk,15,other,premium,14.9,484,0.2,1.0,0,12.99,,20.0,978.0
U1397,Nigeria,43,male,premium,8.7,514,20%,3.0,1,5.0,2023-07-03,20.0,876.0
U1067,Uk,42,female,family,14.6,479,30%,4.0,0,9.99,2024-07-27,30.0,486.0
U1528,U.K.,52,female,family,15.4,480,0.2,1.0,0,12.99,2022-03-11,20.0,1355.0
U1476,Uk,39,male,student,15.3,530,0.1,3.0,1,9.99,2024-02-06,10.0,658.0
U1214,United Kingdom,13,female,student,12.9,509,10%,1.0,1,12.99,,10.0,978.0
U1485,Uk,50,other,family,7.7,536,ten,3.0,1,0.0,2022-11-09,20.0,1112.0
U1073,Nepal,30,unknown,student,14.9,494,25%,1.0,0,12.99,,25.0,978.0
U1282,United Kingdom,32,other,family,12.0,502,10%,3.0,0,7.99,2023-07-02,10.0,877.0
U1648,Nepal,63,female,family,9.1,481,0.2,1.0,0,9.99,2024-02-03,20.0,661.0
U1663,Nepal,40,female,student,18.8,480,ten,4.0,1,9.99,,20.0,978.0
U1071,India,45,female,student,9.0,525,10%,3.0,1,9.99,2023-02-25,10.0,1004.0
U1338,Usa,27,female,premium,6.8,510,25%,3.0,0,0.0,,25.0,978.0
U1398,Uk,61,male,family,19.0,451,15%,3.0,0,9.99,2023-03-16,15.0,985.0
U1182,Kenya,55,male,family,12.5,498,25%,4.0,0,7.99,2022-09-24,25.0,1158.0
U1536,United Kingdom,56,female,premium,5.6,516,5%,1.0,1,9.99,2023-06-22,5.0,887.0
U1605,United Kingdom,62,unknown,premium,9.2,493,10%,3.0,0,0.0,,10.0,978.0
U1220,Brazil,46,male,family,15.8,494,30%,2.0,0,9.99,,30.0,978.0
U1664,India,44,male,family,8.2,483,ten,4.0,0,7.99,,20.0,978.0
U1171,Nepal,29,male,family,13.7,510,10%,5.0,0,5.0,,10.0,978.0
U1430,Nigeria,37,male,free,16.0,498,25%,4.0,1,7.99,2023-02-09,25.0,1020.0
U1461,United Kingdom,54,other,family,13.8,476,20%,4.0,0,12.99,2022-12-24,20.0,1067.0
U1206,India,33,other,premium,11.4,490,10%,5.0,0,7.99,2023-04-11,10.0,959.0
U1525,India,24,male,family,6.7,505,30%,3.0,1,9.99,2022-04-10,30.0,1325.0
U1344,Nepal,14,male,student,15.8,501,25%,3.0,0,9.99,,25.0,978.0
U1659,Nepal,58,female,free,7.2,495,5%,3.0,0,5.0,,5.0,978.0
U1345,Nepal,27,male,family,6.2,511,20%,3.0,1,0.0,,20.0,978.0
U1480,U.K.,14,male,free,14.5,474,15%,4.0,0,7.99,,15.0,978.0
U1692,Usa,64,unknown,family,19.8,480,0.1,3.0,0,7.99,2023-11-22,10.0,734.0
U1385,Nepal,32,unknown,free,11.0,504,10%,3.0,1,7.99,2022-11-02,10.0,1119.0
U1585,India,39,male,family,6.3,477,10%,4.0,0,7.99,,10.0,978.0
U1433,Nigeria,20,male,premium,12.6,521,0.2,3.0,0,7.99,2024-07-07,20.0,506.0
U1502,Usa,14,other,premium,16.1,470,0.1,3.0,1,9.99,2024-03-03,10.0,632.0
U1117,Nigeria,61,other,free,18.6,558,15%,5.0,0,9.99,2023-12-25,15.0,701.0
U1527,Kenya,25,female,family,10.0,452,ten,1.0,0,9.99,,20.0,978.0
U1146,Kenya,51,male,premium,13.7,498,ten,4.0,0,9.99,2022-11-03,20.0,1118.0
U1682,U.K.,46,male,free,16.0,505,30%,4.0,0,7.99,,30.0,978.0
U1388,South Africa,21,female,free,12.6,508,0.2,4.0,1,0.0,2023-08-14,20.0,834.0
U1324,United Kingdom,15,female,student,11.9,521,15%,2.0,1,9.99,2023-04-24,15.0,946.0
U1327,Uk,52,male,premium,5.9,460,5%,5.0,0,7.99,2024-02-04,5.0,660.0
U1442,Ind,27,female,premium,13.6,504,0.1,3.0,0,9.99,,10.0,978.0
U1493,United Kingdom,27,male,family,23.4,536,15%,3.0,0,0.0,,15.0,978.0
U1521,Nigeria,59,female,student,0.3,506,10%,3.0,0,7.99,2023-09-03,10.0,814.0
U1256,United Kingdom,19,female,premium,16.0,525,0.2,3.0,0,7.99,2023-06-10,20.0,899.0
U1013,India,31,male,family,2.0,554,0.2,2.0,0,5.0,,20.0,978.0
U1590,Kenya,56,other,premium,12.6,480,10%,3.0,0,7.99,2023-12-09,10.0,717.0
U1115,Brazil,16,male,premium,10.3,506,15%,2.0,1,12.99,,15.0,978.0
U1354,Usa,38,unknown,student,10.4,479,30%,3.0,0,5.0,,30.0,978.0
U1088,South Africa,47,male,premium,5.0,487,25%,3.0,0,0.0,2023-12-18,25.0,708.0
U1504,Nigeria,43,female,student,4.9,504,ten,3.0,0,0.0,2023-12-07,20.0,719.0
U1305,South Africa,64,female,premium,7.0,482,30%,4.0,0,9.99,,30.0,978.0
U1125,Usa,38,female,student,3.4,481,ten,3.0,0,0.0,,20.0,978.0
U1200,Usa,39,male,premium,11.3,487,30%,2.0,0,9.99,2022-12-24,30.0,1067.0
U1319,Ghana,23,female,premium,7.8,504,30%,2.0,1,5.0,,30.0,978.0
U1010,Brazil,49,female,student,10.4,457,20%,5.0,0,9.99,2022-11-04,20.0,1117.0
U1655,Nigeria,44,male,student,15.6,521,25%,2.0,1,7.99,,25.0,978.0
U1404,Kenya,21,male,student,19.0,474,ten,4.0,0,7.99,,20.0,978.0
U1596,Ghana,18,unknown,free,17.9,524,10%,2.0,0,5.0,,10.0,978.0
U1024,Usa,28,unknown,premium,12.8,510,25%,3.0,0,0.0,2022-05-15,25.0,1290.0
U1339,Brazil,18,male,family,9.7,511,25%,3.0,0,0.0,2022-07-30,25.0,1214.0
U1589,South Africa,55,male,student,17.2,481,25%,3.0,0,0.0,,25.0,978.0
U1228,Uk,59,male,student,19.3,464,0.2,4.0,0,9.99,,20.0,978.0
U1495,Nepal,20,female,family,6.6,496,10%,2.0,0,9.99,2024-01-01,10.0,694.0
U1491,Usa,36,female,student,13.2,479,30%,1.0,0,7.99,,30.0,978.0
U1637,United Kingdom,13,male,family,11.3,493,20%,3.0,0,5.0,2022-11-05,20.0,1116.0
U1645,Nigeria,62,female,premium,12.5,478,20%,4.0,0,9.99,2024-01-27,20.0,668.0
U1189,Ghana,43,male,premium,13.1,500,20%,3.0,1,7.99,,20.0,978.0
U1139,United Kingdom,27,female,family,5.4,441,ten,5.0,1,7.99,2023-09-14,20.0,803.0
U1458,U.K.,19,female,family,8.9,528,0.1,3.0,0,9.99,,10.0,978.0
U1363,Usa,13,female,student,11.0,509,10%,3.0,0,7.99,,10.0,978.0
U1364,Usa,38,female,free,11.8,484,0.1,5.0,0,12.99,2022-08-30,10.0,1183.0
U1488,Nepal,59,other,student,11.7,495,10%,1.0,0,5.0,,10.0,978.0
U1581,South Africa,50,male,student,16.4,483,5%,1.0,1,9.99,2023-06-01,5.0,908.0
U1147,Brazil,50,female,student,13.0,479,25%,3.0,0,9.99,,25.0,978.0
U1355,Uk,16,male,premium,14.4,482,30%,3.0,0,5.0,2022-02-04,30.0,1390.0
U1419,South Africa,47,male,student,0.1,531,15%,4.0,0,9.99,2023-09-22,15.0,795.0
U1416,India,49,female,student,7.2,451,15%,5.0,0,7.99,2023-04-17,15.0,953.0
U1195,Ghana,16,female,premium,9.9,500,30%,3.0,1,0.0,2022-02-09,30.0,1385.0
U1299,United Kingdom,56,male,free,4.9,475,0.2,4.0,1,12.99,,20.0,978.0
U1392,Kenya,27,female,family,15.7,493,25%,4.0,1,0.0,,25.0,978.0
U1050,U.K.,45,other,student,11.4,475,15%,5.0,0,12.99,,15.0,978.0
U1190,United Kingdom,23,female,family,11.6,475,25%,4.0,1,7.99,,25.0,978.0
U1401,Ghana,62,male,family,13.0,475,15%,2.0,0,9.99,,15.0,978.0
U1208,Uk,30,female,family,2.8,494,20%,4.0,0,7.99,,20.0,978.0
U1051,India,32,male,student,6.0,513,25%,5.0,0,5.0,,25.0,978.0
U1012,Ind,47,male,family,5.8,549,25%,3.0,0,5.0,2023-05-08,25.0,932.0
U1008,Kenya,33,female,student,6.5,499,ten,5.0,0,12.99,,20.0,978.0
U1399,South Africa,17,female,student,11.1,511,5%,2.0,0,5.0,,5.0,978.0
U1468,Nigeria,42,female,family,11.7,477,0.2,3.0,0,9.99,2023-12-18,20.0,708.0
U1278,Ghana,56,unknown,family,14.5,531,25%,4.0,0,0.0,2022-05-29,25.0,1276.0
U1166,Usa,29,male,family,14.2,487,30%,3.0,0,9.99,,30.0,978.0
U1040,Kenya,20,female,student,2.6,516,15%,3.0,1,7.99,,15.0,978.0
U1121,Usa,40,female,premium,7.7,475,15%,3.0,0,12.99,,15.0,978.0
U1328,India,49,male,premium,3.7,479,15%,2.0,0,5.0,2022-12-12,15.0,1079.0
U1531,Brazil,45,unknown,student,23.7,536,10%,3.0,0,9.99,2023-07-08,10.0,871.0
U1604,Brazil,40,female,premium,10.2,485,10%,2.0,1,7.99,2023-11-23,10.0,733.0
U1628,Kenya,41,unknown,free,11.2,495,10%,4.0,0,7.99,,10.0,978.0
U1110,Uk,58,male,student,11.4,496,0.2,4.0,1,9.99,2023-10-03,20.0,784.0
U1482,Ghana,17,female,premium,13.7,499,30%,5.0,1,12.99,2023-08-29,30.0,819.0
U1348,South Africa,38,other,student,8.2,517,0.2,4.0,0,9.99,2022-02-11,20.0,1383.0
U1375,Usa,62,female,family,7.9,511,20%,4.0,0,5.0,2022-02-02,20.0,1392.0
U1056,Ghana,25,male,premium,6.6,497,25%,3.0,0,9.99,2023-03-26,25.0,975.0
U1082,Nigeria,39,male,student,8.0,486,25%,2.0,1,9.99,2024-04-18,25.0,586.0
U1562,Nigeria,48,male,family,12.6,498,30%,2.0,1,0.0,,30.0,978.0
U1320,U.K.,42,female,free,15.1,512,25%,3.0,0,7.99,,25.0,978.0
U1486,Kenya,25,other,family,6.3,498,30%,3.0,1,12.99,,30.0,978.0
U1048,Ghana,29,unknown,free,4.4,493,15%,3.0,0,7.99,,15.0,978.0
U1009,Brazil,23,female,free,8.8,494,15%,3.0,1,9.99,,15.0,978.0
U1337,Uk,16,female,premium,10.3,498,30%,4.0,0,7.99,,30.0,978.0
U1360,United Kingdom,61,female,premium,16.5,510,0.2,4.0,0,7.99,2023-06-27,20.0,882.0
U1494,Ind,41,other,family,0.9,500,15%,5.0,0,7.99,2023-06-14,15.0,895.0
U1291,Uk,48,other,student,5.4,528,0.2,3.0,0,9.99,2024-04-03,20.0,601.0
U1662,Uk,35,male,student,11.3,504,0.1,2.0,0,5.0,2022-05-13,10.0,1292.0
U1101,Kenya,49,other,family,11.0,486,ten,3.0,0,7.99,2022-06-05,20.0,1269.0
U1130,South Africa,13,female,premium,11.4,492,25%,1.0,0,12.99,2024-06-13,25.0,530.0
U1316,United Kingdom,60,male,premium,7.9,533,0.2,2.0,0,7.99,2023-02-20,20.0,1009.0
U1175,Usa,36,female,student,10.2,444,30%,3.0,0,5.0,,30.0,978.0
U1573,India,64,female,premium,6.3,504,0.2,5.0,1,5.0,2022-12-22,20.0,1069.0
U1271,Kenya,40,male,family,17.0,500,10%,4.0,0,9.99,,10.0,978.0
U1519,Nigeria,20,male,family,1.0,541,15%,3.0,1,9.99,,15.0,978.0
U1060,India,30,male,premium,8.2,510,0.1,2.0,1,9.99,,10.0,978.0
U1054,U.K.,60,male,family,5.2,491,ten,2.0,0,5.0,,20.0,978.0
U1132,United Kingdom,17,female,premium,6.1,551,10%,3.0,0,0.0,,10.0,978.0
U1342,Kenya,50,male,family,6.5,505,30%,1.0,0,7.99,2022-12-24,30.0,1067.0
U1630,Kenya,57,female,premium,2.3,481,20%,3.0,0,7.99,2023-11-10,20.0,746.0
U1614,Usa,34,female,student,19.5,533,5%,2.0,0,0.0,2023-05-11,5.0,929.0
U1032,Uk,50,male,student,10.3,519,5%,4.0,1,12.99,,5.0,978.0
U1666,Kenya,19,male,family,6.7,526,5%,1.0,0,0.0,2022-10-12,5.0,1140.0
U1065,South Africa,14,female,student,6.4,488,0.1,4.0,0,9.99,2022-01-01,10.0,1424.0
U1312,India,34,male,premium,10.4,469,30%,2.0,1,0.0,2023-05-11,30.0,929.0
U1620,United Kingdom,44,male,student,9.5,493,20%,3.0,0,12.99,,20.0,978.0
U1563,U.K.,35,other,family,9.2,491,5%,3.0,0,7.99,,5.0,978.0
U1156,India,63,female,family,12.9,530,15%,4.0,0,9.99,2024-08-27,15.0,455.0
U1586,U.K.,46,male,student,5.3,524,10%,3.0,0,9.99,2022-03-19,10.0,1347.0
U1248,Nepal,35,other,student,10.9,482,15%,4.0,0,7.99,2023-11-30,15.0,726.0
U1688,Ghana,58,female,student,9.3,502,10%,3.0,1,9.99,,10.0,978.0
U1063,Kenya,59,male,free,6.9,486,0.2,3.0,0,9.99,2023-04-12,20.0,958.0
U1557,Uk,58,male,premium,1.0,451,ten,3.0,1,12.99,,20.0,978.0
U1270,South Africa,49,female,family,9.0,486,0.2,3.0,0,9.99,2023-03-04,20.0,997.0
U1198,United Kingdom,44,male,family,16.4,493,10%,4.0,0,7.99,2022-01-23,10.0,1402.0
U1462,Uk,64,female,student,11.0,505,15%,5.0,0,9.99,2022-01-18,15.0,1407.0
U1509,Ind,38,male,family,2.0,484,5%,3.0,0,0.0,,5.0,978.0
U1254,Brazil,26,unknown,student,15.7,507,0.2,5.0,1,9.99,2022-11-07,20.0,1114.0
U1526,South Africa,38,other,premium,9.0,523,10%,2.0,0,5.0,,10.0,978.0
U1331,India,43,unknown,student,20.1,457,20%,5.0,1,7.99,2022-03-14,20.0,1352.0
U1288,Usa,57,female,family,11.8,530,ten,1.0,0,7.99,,20.0,978.0
U1245,Ind,26,male,family,9.3,496,30%,2.0,1,0.0,2022-11-02,30.0,1119.0
U1306,Uk,38,male,family,14.4,504,10%,4.0,0,12.99,2022-08-04,10.0,1209.0
U1560,Nigeria,38,unknown,premium,17.6,505,25%,4.0,0,0.0,,25.0,978.0
U1062,Usa,17,male,free,11.5,512,30%,2.0,1,7.99,2024-01-31,30.0,664.0
U1176,India,17,other,family,9.5,506,5%,3.0,0,9.99,2023-02-05,5.0,1024.0
U1058,Ind,47,male,family,7.2,495,0.1,3.0,0,7.99,2023-12-01,10.0,725.0
